GEO,CSDUID,Indigenous identity,Single Indigenous responses,First Nations,Métis,Inuit,Multiple Indigenous responses,Indigenous responses nie,Non-Indigenous identity
Saint-Alexandre,2456055,1.5,1.5,0.6,0.9,0,0,0,98.5
Sainte-Anne-de-Sabrevois,2456060,1.4,1.4,0.7,0.5,0,0,0,98.6
Saint-Blaise-sur-Richelieu,2456065,2.4,2.4,1.9,0,0,0,0,97.6
Saint-Jean-sur-Richelieu,2456083,1.5,1.4,0.8,0.6,0,0,0.1,98.5
Mont-Saint-Grégoire,2456097,1.6,1.3,1.3,0,0,0,0,98.6
Sainte-Brigide-d'Iberville,2456105,2.1,2.1,1,0,0,0,0,97.6
Chambly,2457005,1.2,1.2,0.7,0.4,0,0,0.1,98.8
Carignan,2457010,0.9,0.8,0.4,0.4,0,0,0.1,99.1
Saint-Basile-le-Grand,2457020,1.2,1.1,0.5,0.5,0,0,0.1,98.8
McMasterville,2457025,1,1,0.9,0,0,0,0,99.1
Otterburn Park,2457030,0.9,0.9,0.6,0.4,0,0,0,99
Saint-Jean-Baptiste,2457033,1.6,1.6,1.3,0.3,0,0,0,98.4
Mont-Saint-Hilaire,2457035,1,1,0.8,0.2,0,0.1,0,99
Beloeil,2457040,0.9,0.8,0.6,0.3,0,0,0,99.1
Saint-Mathieu-de-Beloeil,2457045,2.5,2.4,2.2,0,0,0,0,97.5
Saint-Marc-sur-Richelieu,2457050,3.8,3.8,1.1,2.2,0,0,0,96.4
Saint-Charles-sur-Richelieu,2457057,2.6,2.6,0.6,1.7,0,0,0,97.1
Saint-Denis-sur-Richelieu,2457068,1.3,0.6,0,0,0,0.4,0,98.9
Saint-Antoine-sur-Richelieu,2457075,0.6,0.6,0,0,0,0,0,99.4
Brossard,2458007,0.5,0.5,0.3,0.2,0,0,0,99.5
Saint-Lambert,2458012,0.8,0.7,0.5,0.2,0,0,0,99.2
Boucherville,2458033,0.8,0.7,0.5,0.2,0,0,0.1,99.2
Saint-Bruno-de-Montarville,2458037,1.1,1.1,0.7,0.4,0,0,0,98.9
Longueuil,2458227,1.3,1.2,0.7,0.5,0,0,0,98.7
Sainte-Julie,2459010,1.2,1.1,0.7,0.4,0,0,0.1,98.8
Saint-Amable,2459015,1.3,1.3,0.8,0.5,0,0,0,98.7
Varennes,2459020,1.2,1.1,0.9,0.1,0,0,0.1,98.8
Verchères,2459025,0.7,0.5,0.2,0.3,0,0,0,99.2
Calixa-Lavallée,2459030,2.3,2.3,0,0,0,0,0,97.7
Contrecoeur,2459035,1.1,1.1,0.8,0.2,0,0,0,98.8
Charlemagne,2460005,1.3,1.2,0.6,0.6,0,0,0,98.8
Repentigny,2460013,1,1,0.6,0.4,0,0,0,99
Saint-Sulpice,2460020,1.5,1.3,0.9,0.3,0,0,0,98.5
L'Assomption,2460028,1.6,1.6,0.9,0.7,0,0,0.1,98.3
L'Épiphanie,2460037,3.2,2.9,1.7,1.3,0,0,0.2,96.9
Saint-Paul,2461005,1.7,1.4,0.8,0.6,0,0,0,98.4
Crabtree,2461013,2.6,2.3,2,0.5,0,0,0,97.4
Saint-Pierre,2461020,0,0,0,0,0,0,0,100
Joliette,2461025,2.4,2.2,1.8,0.4,0,0,0.2,97.6
Saint-Thomas,2461027,0.9,0.7,0.7,0,0,0,0,99.3
Notre-Dame-des-Prairies,2461030,1,0.8,0.5,0.3,0,0,0.2,99
Saint-Charles-Borromée,2461035,2.1,1.9,1,0.8,0,0,0.2,97.9
Saint-Ambroise-de-Kildare,2461040,2.2,2.1,1.7,0.5,0,0,0,97.9
Notre-Dame-de-Lourdes,2461045,0.3,0.3,0.3,0,0,0,0,99.7
Sainte-Mélanie,2461050,0.9,0.9,0.6,0.3,0,0,0,99.1
Saint-Félix-de-Valois,2462007,1.7,1.6,0.9,0.7,0,0,0.1,98.2
Saint-Jean-de-Matha,2462015,1.8,1.7,0.7,1.1,0,0,0,98.2
Sainte-Béatrix,2462020,1.9,1.9,0.5,1.4,0,0,0,98.1
Saint-Alphonse-Rodriguez,2462025,1.2,1.2,0.9,0.6,0,0,0,98.6
Sainte-Marcelline-de-Kildare,2462030,1.7,1.7,1.7,0,0,0,0,98.1
Rawdon,2462037,2.3,2.1,1.1,1,0,0,0.2,97.7
Chertsey,2462047,1.4,1.4,1,0.5,0,0,0,98.5
Entrelacs,2462053,0,0,0,0,0,0,0,100
Notre-Dame-de-la-Merci,2462055,0.9,0.9,0,0,0,0,0,99.1
Saint-Donat,2462060,3.9,3.3,1.4,1.9,0,0,0.6,96.1
Saint-Côme,2462065,2.7,2.5,2.3,0.4,0,0,0,97.5
Sainte-Émélie-de-l'Énergie,2462070,3.5,3.5,1.2,2.3,0,0,0,96.5
Saint-Damien,2462075,0.8,0.8,0,0.4,0,0,0,99.2
Saint-Zénon,2462080,2.6,2.6,0.7,1.5,0,0,0,97.4
Saint-Michel-des-Saints,2462085,4.2,4.2,3.5,0.6,0,0,0,95.8
Communauté Atikamekw de Manawan,2462802,99.8,98.5,98.3,0,0,0,1.3,0.5
Lac-Minaki,2462902,,,,,,,,
Lac-Devenyns,2462904,,,,,,,,
Baie-de-la-Bouteille,2462906,,,,,,,,
Lac-Matawin,2462908,,,,,,,,
Lac-Legendre,2462910,,,,,,,,
Saint-Guillaume-Nord,2462912,0,0,0,0,0,0,0,100
Lac-des-Dix-Milles,2462914,,,,,,,,
Lac-Santé,2462916,,,,,,,,
Baie-Obaoca,2462918,,,,,,,,
Lac-Cabasta,2462919,,,,,,,,
Baie-Atibenne,2462920,,,,,,,,
Lac-du-Taureau,2462922,,,,,,,,
Sainte-Marie-Salomé,2463005,0.8,0.8,0,0,0,0,0,98.8
Saint-Jacques,2463013,1.8,1.4,0.4,0.9,0,0,0.4,98.2
Saint-Alexis,2463023,0.8,0.8,0.8,0,0,0,0,99.2
Saint-Esprit,2463030,2.2,2.2,1.7,1,0,0,0,97.5
Saint-Roch-de-l'Achigan,2463035,2,1.9,1.3,0.5,0,0,0.2,98
Saint-Roch-Ouest,2463040,0,0,0,0,0,0,0,100
Saint-Lin--Laurentides,2463048,2.2,2,1.2,0.8,0,0.1,0.2,97.8
Saint-Calixte,2463055,2.4,2.4,1.4,0.9,0,0,0,97.6
Sainte-Julienne,2463060,1.7,1.4,0.6,0.8,0,0.2,0.1,98.3
Saint-Liguori,2463065,2,2,1,0.7,0,0,0,97.8
Terrebonne,2464008,1.3,1.2,0.8,0.5,0,0,0.1,98.7
Mascouche,2464015,1.4,1.2,0.7,0.5,0,0,0.1,98.6
Laval,2465005,0.8,0.7,0.4,0.3,0,0,0,99.2
Montréal-Est,2466007,2,2,1.1,1.1,0,0,0,98
Montréal,2466023,0.9,0.8,0.5,0.3,0,0,0,99.1
Westmount,2466032,0.3,0.3,0.2,0.1,0,0,0.1,99.7
Montréal-Ouest,2466047,0.6,0.6,0.2,0.4,0,0,0,99.5
Côte-Saint-Luc,2466058,0.3,0.2,0.2,0.1,0,0,0,99.7
Hampstead,2466062,0.1,0,0,0,0,0,0,99.9
Mont-Royal,2466072,0.2,0.1,0.1,0,0,0,0.1,99.8
Dorval,2466087,0.9,0.8,0.4,0.3,0.2,0,0.1,99.1
L'Île-Dorval,2466092,,,,,,,,
Pointe-Claire,2466097,1.1,1,0.6,0.3,0.2,0,0,98.9
Kirkland,2466102,0.6,0.4,0.3,0.1,0,0.1,0.1,99.4
Beaconsfield,2466107,0.6,0.5,0.3,0.2,0,0.1,0.1,99.4
Baie-D'Urfé,2466112,1,0.8,0.8,0,0,0,0,99
Sainte-Anne-de-Bellevue,2466117,1,1,0.3,0,0.4,0,0,98.9
Senneville,2466127,0,0,0,0,0,0,0,100
Dollard-Des Ormeaux,2466142,0.5,0.4,0.2,0.1,0.1,0,0,99.5
Saint-Mathieu,2467005,4.5,4.3,3.2,0,0,0,0,95.5
Saint-Philippe,2467010,2.2,2,1.2,0.8,0,0,0,97.8
La Prairie,2467015,1,0.9,0.6,0.3,0,0,0.1,99
Candiac,2467020,1.4,1.4,0.9,0.5,0,0,0.1,98.6
Delson,2467025,1.1,1.1,0.5,0.6,0,0,0,98.9
Sainte-Catherine,2467030,1.9,1.7,1.1,0.6,0,0,0.2,98.2
Saint-Constant,2467035,1.2,1.2,0.6,0.5,0.1,0,0.1,98.8
Saint-Isidore,2467040,1.5,1.5,0.9,0.6,0,0,0,98.3
Mercier,2467045,2.5,2.3,1.9,0.3,0.1,0,0.2,97.5
Châteauguay,2467050,2.7,2.5,1.7,0.9,0,0,0.2,97.3
Léry,2467055,2.7,2.5,2.1,0,0,0,0,97.3
Kahnawake,2467802,,,,,,,,
Saint-Bernard-de-Lacolle,2468005,2.2,2.2,0,2.2,0,0,0,97.5
Hemmingford,2468010,2.5,2.5,0,2.5,0,0,0,96.9
Hemmingford,2468015,3.6,2.8,2.3,0.5,0,0,0.5,96.4
Sainte-Clotilde,2468020,5.1,5.1,2.5,2.3,0,0,0,94.9
Saint-Patrice-de-Sherrington,2468025,3.6,3.6,3.6,0,0,0,0,96.4
Napierville,2468030,1.2,1.2,1,0,0,0,0,98.8
Saint-Cyprien-de-Napierville,2468035,2.6,2.6,2.6,0,0,0,0,97.1
Saint-Jacques-le-Mineur,2468040,4.6,4.3,2.3,2,0,0,0,95.4
Saint-Édouard,2468045,0,0,0,0,0,0,0,99.6
Saint-Michel,2468050,1.6,1.5,0.6,0.7,0,0,0.3,98.2
Saint-Rémi,2468055,1.8,1.6,1.1,0.5,0,0,0.2,98.2
Havelock,2469005,0,0,0,0,0,0,0,100
Franklin,2469010,2.8,2.5,1.2,1.2,0,0,0,97.2
Saint-Chrysostome,2469017,1,1,1,0,0,0,0,98.8
Howick,2469025,1.3,1.3,1.3,0,0,0,0,98.7
Très-Saint-Sacrement,2469030,3.8,3.4,2.9,0,0,0,0,96.2
Ormstown,2469037,1.6,1.6,0.8,0.7,0,0,0,98.5
Hinchinbrooke,2469045,2.7,2.5,1.1,1.4,0,0,0,97.5
Elgin,2469050,0,0,0,0,0,0,0,98.8
Huntingdon,2469055,4.3,4.3,2.9,0.4,1.2,0,0,95.3
Godmanchester,2469060,1.8,1.8,1.4,0,0,0,0,98.2
Sainte-Barbe,2469065,2.2,2.2,0.9,1.2,0,0,0,98.1
Saint-Anicet,2469070,3.8,3.5,2.2,1.3,0,0,0,96.2
Dundee,2469075,12.2,10.8,6.8,4.1,0,0,0,87.8
Akwesasne,2469802,,,,,,,,
Saint-Urbain-Premier,2470005,3,3,2.6,0,0,0,0,96.6
Sainte-Martine,2470012,1.6,1.5,1.1,0.3,0,0,0,98.4
Beauharnois,2470022,2,1.8,1,0.7,0.1,0,0.2,98
Saint-Étienne-de-Beauharnois,2470030,1.8,1.8,1.4,0,0,0,0,97.7
Saint-Louis-de-Gonzague,2470035,1.8,1.5,1.3,0,0,0,0,98.2
Saint-Stanislas-de-Kostka,2470040,1.1,1.1,0.5,0,0,0,0,98.6
Salaberry-de-Valleyfield,2470052,1.8,1.7,1.2,0.5,0,0,0.1,98.2
Rivière-Beaudette,2471005,3.6,3.6,1.8,1.8,0,0,0,96.2
Saint-Télesphore,2471015,2.1,2.1,0,0,0,0,0,97.2
Saint-Polycarpe,2471020,1.9,1.5,1.5,0,0,0,0.6,98.1
Saint-Zotique,2471025,2,2,1.3,0.7,0,0,0.1,98
Les Coteaux,2471033,2.3,2.2,1.3,0.9,0,0,0.2,97.7
Coteau-du-Lac,2471040,1.6,1.5,0.6,0.9,0,0,0,98.4
Saint-Clet,2471045,2.4,2.1,1.8,0,0,0,0.6,97.6
Les Cèdres,2471050,1.5,1.5,0.9,0.6,0,0,0,98.5
Pointe-des-Cascades,2471055,1.1,1.1,0.8,0,0,0,0,98.3
L'Île-Perrot,2471060,2.4,2.3,1.6,0.7,0.1,0,0.1,97.6
Notre-Dame-de-l'Île-Perrot,2471065,1.1,1.1,0.4,0.3,0.4,0,0.1,98.9
Pincourt,2471070,1.8,1.6,1.3,0.2,0,0,0.2,98.2
Terrasse-Vaudreuil,2471075,2.1,2.1,1.1,1.3,0,0,0,97.9
Vaudreuil-Dorion,2471083,1.1,1,0.6,0.4,0.1,0,0.1,98.9
Vaudreuil-sur-le-Lac,2471090,0,0,0,0,0,0,0,100
L'Île-Cadieux,2471095,0,0,0,0,0,0,0,96.4
Hudson,2471100,1.1,0.9,0.7,0.2,0,0,0.3,98.9
Saint-Lazare,2471105,1.2,1,0.5,0.4,0.1,0,0.1,98.8
Sainte-Marthe,2471110,2.4,2.4,0,1.4,0,0,0,97.6
Sainte-Justine-de-Newton,2471115,1.5,1.5,1,0,0,0,0,98.5
Très-Saint-Rédempteur,2471125,0,0,0,0,0,0,0,99.5
Rigaud,2471133,1.4,1.4,0.9,0.5,0,0,0,98.6
Pointe-Fortune,2471140,5.7,5.7,0,5.7,0,0,0,94.3
Saint-Eustache,2472005,1.8,1.6,0.8,0.8,0,0.1,0.1,98.2
Deux-Montagnes,2472010,1.9,1.8,1.3,0.5,0,0,0.1,98.1
Sainte-Marthe-sur-le-Lac,2472015,1.9,1.6,1.2,0.5,0,0.1,0.2,98.1
Pointe-Calumet,2472020,4.3,3.8,3.2,0.6,0,0.2,0.3,95.7
Saint-Joseph-du-Lac,2472025,2.4,2.4,1.6,0.9,0,0,0,97.6
Oka,2472032,8.4,6.8,5.5,1.3,0,1.2,0.3,91.6
Saint-Placide,2472043,2.4,2.4,1.2,1.5,0,0,0,97.6
Kanesatake,2472802,,,,,,,,
Boisbriand,2473005,1.4,1.1,0.7,0.4,0,0.1,0.1,98.7
Sainte-Thérèse,2473010,1.5,1.5,1,0.5,0,0,0.1,98.4
Blainville,2473015,1.2,1.1,0.7,0.4,0,0,0.1,98.8
Rosemère,2473020,1.6,1.5,0.8,0.5,0.2,0,0.1,98.4
Lorraine,2473025,0.6,0.6,0.6,0,0,0,0,99.4
Bois-des-Filion,2473030,1.2,1.1,0.5,0.6,0,0,0,98.8
Sainte-Anne-des-Plaines,2473035,1.8,1.6,0.9,0.6,0,0.1,0,98.2
Mirabel,2474005,1.7,1.6,0.8,0.7,0,0,0.1,98.3
Saint-Colomban,2475005,1.5,1.4,0.8,0.6,0,0,0.1,98.5
Saint-Jérôme,2475017,1.8,1.6,1,0.6,0,0,0.1,98.2
Sainte-Sophie,2475028,2.1,2,0.9,1.1,0,0,0.1,97.9
Prévost,2475040,1.6,1.4,1.1,0.3,0,0,0,98.4
Saint-Hippolyte,2475045,1.7,1.5,0.7,0.8,0,0,0.1,98.2
Saint-André-d'Argenteuil,2476008,1,1,0,1,0,0,0,98.8
Lachute,2476020,2.2,2,1.4,0.5,0.1,0,0.2,97.8
Gore,2476025,4.4,4.2,2.6,1.5,0,0,0,95.4
Mille-Isles,2476030,2.2,2.2,1.9,0,0,0,0,97.8
Wentworth,2476035,3.4,3.4,3.4,0,0,0,0,96.6
Brownsburg-Chatham,2476043,2.8,2.5,1.4,1,0.1,0,0.3,97.1
Grenville-sur-la-Rouge,2476052,2.6,2.3,1.7,0.7,0,0,0,97.2
Grenville,2476055,1.1,1.1,0,0,0,0,0,98.9
Harrington,2476065,2.2,2.2,2.2,0,0,0,0,97.8
Estérel,2477011,0,0,0,0,0,0,0,97.9
Sainte-Marguerite-du-Lac-Masson,2477012,2.8,2.4,0.6,1.2,0,0,0.4,97
Sainte-Adèle,2477022,1.7,1.6,0.7,0.8,0.1,0.1,0.1,98.3
Piedmont,2477030,1.4,1.3,0.9,0,0,0,0,98.7
Sainte-Anne-des-Lacs,2477035,2.1,2.1,0.9,0.9,0,0,0,97.9
Saint-Sauveur,2477043,1.4,1.4,0.9,0.6,0,0,0,98.6
Morin-Heights,2477050,0.9,0.9,0.4,0.4,0,0,0,99
Lac-des-Seize-Îles,2477055,0,0,0,0,0,0,0,100
Wentworth-Nord,2477060,1.8,1.8,1.2,0.6,0,0,0,98.2
Saint-Adolphe-d'Howard,2477065,1.3,1.2,0.9,0.3,0,0,0,98.7
Val-Morin,2478005,2,2,1.3,0.8,0,0,0,98
Val-David,2478010,1.8,1.6,0.5,1.1,0,0,0,98.3
Lantier,2478015,3.5,3.5,0,0,0,0,0,96.5
Sainte-Lucie-des-Laurentides,2478020,0.7,0.7,0.7,0,0,0,0,98.9
Sainte-Agathe-des-Monts,2478032,2.2,1.9,1,0.8,0,0.1,0.2,97.8
Ivry-sur-le-Lac,2478042,2.4,2.4,2.4,0,0,0,0,97.6
Saint-Faustin--Lac-Carré,2478047,2.8,2.5,1.7,0.8,0,0,0,97.2
Barkmere,2478050,0,0,0,0,0,0,0,100
Montcalm,2478055,0,0,0,0,0,0,0,93.8
Arundel,2478060,3.4,3.4,0,1.7,0,0,0,97.4
Huberdeau,2478065,4.2,4.2,0,0,0,0,0,95.8
Amherst,2478070,3.5,3.5,1.4,2.3,0,0,0,96.5
Brébeuf,2478075,2.3,2.3,1.4,0.9,0,0,0,97.7
Lac-Supérieur,2478095,4.6,4.6,3.8,0.8,0,0,0,95.4
Val-des-Lacs,2478100,2,2,0,2,0,0,0,97.4
Mont-Tremblant,2478102,1.9,1.9,0.9,1,0,0,0,98.1
La Conception,2478115,1.6,1.6,0,1.3,0,0,0,98.7
Labelle,2478120,4.5,4.1,1.1,3.2,0,0,0,95.7
Lac-Tremblant-Nord,2478127,0,0,0,0,0,0,0,100
La Minerve,2478130,6.1,5.4,2.2,3.2,0,0,0,94.3
Doncaster,2478802,,,,,,,,
Notre-Dame-du-Laus,2479005,5.9,5.9,4.1,1.8,0,0,0,94.1
Notre-Dame-de-Pontmain,2479010,7.9,7.9,3.6,4.2,0,0,0,91.5
Lac-du-Cerf,2479015,5,5,2,2,0,0,0,94
Saint-Aimé-du-Lac-des-Îles,2479022,10.7,10.7,2.5,8.8,0,0,0,89.9
Kiamika,2479025,3.2,3.2,0,1.9,0,0,0,96.2
Nominingue,2479030,5,5,2.7,2.3,0,0,0,94.7
Rivière-Rouge,2479037,9.9,9.3,2.2,7.1,0,0.4,0.3,90.2
La Macaza,2479047,2.8,2.2,0,2.2,0,0,0,97.8
L'Ascension,2479050,6.7,6.1,2.2,3.3,0,0,0,93.3
Lac-Saguay,2479060,5.6,5.6,2.2,3.3,0,0,0,94.4
Chute-Saint-Philippe,2479065,8.2,8.2,1.4,6.3,0,0,0,92.3
Lac-des-Écorces,2479078,5.4,5.2,1.2,3.3,0,0,0,94.6
Mont-Laurier,2479088,4.8,4.5,2.1,2.4,0,0.2,0.1,95.2
Ferme-Neuve,2479097,5.9,5.9,0.6,5.1,0,0,0,94.1
Lac-Saint-Paul,2479105,7.1,7.1,3,4,0,0,0,91.9
Mont-Saint-Michel,2479110,5,5,0,4.1,0,0,0,95
Sainte-Anne-du-Lac,2479115,11.9,11.9,0,10.1,0,0,0,89
Lac-de-la-Pomme,2479902,,,,,,,,
Lac-Akonapwehikan,2479904,,,,,,,,
Lac-Wagwabika,2479906,,,,,,,,
Lac-Bazinet,2479910,,,,,,,,
Lac-De La Bidière,2479912,,,,,,,,
Lac-Oscar,2479914,,,,,,,,
Lac-de-la-Maison-de-Pierre,2479916,,,,,,,,
Baie-des-Chaloupes,2479920,,,,,,,,
Lac-Douaire,2479922,,,,,,,,
Lac-Ernest,2479924,,,,,,,,
Lac-Marguerite,2479926,,,,,,,,
Fassett,2480005,0,0,0,0,0,0,0,100
Montebello,2480010,3.3,3.3,3.3,0,0,0,0,96.7
Notre-Dame-de-Bonsecours,2480015,8.6,8.6,6.9,0,0,0,0,89.7
Notre-Dame-de-la-Paix,2480020,6.3,5.5,5.5,0,0,0,0,93
Saint-André-Avellin,2480027,3.9,3.5,2.9,0.7,0,0,0,96.2
Papineauville,2480037,3.7,3.3,2.1,1.4,0,0,0,96.3
Plaisance,2480045,0.9,0.9,0.9,0,0,0,0,99.6
Thurso,2480050,4.9,4.8,3.8,1,0,0,0,95.1
Lochaber,2480055,0,0,0,0,0,0,0,100
Lochaber-Partie-Ouest,2480060,6.5,6.5,3.8,3.2,0,0,0,93
Mayo,2480065,3.4,2,0,1.4,0,0,0,96.6
Saint-Sixte,2480070,9.9,9.9,5.5,3.3,0,0,0,90.1
Ripon,2480078,4.3,4.3,2.9,1.7,0,0,0,95.7
Mulgrave-et-Derry,2480085,5.4,5.4,0,0,0,0,0,94.6
Montpellier,2480090,9,8.6,5,3.6,0,0,0,91
Lac-Simon,2480095,2.8,2.4,0.9,0.9,0,0,0,96.7
Chénéville,2480103,4.7,3.7,2.6,1.1,0,0,0,95.3
Namur,2480110,0,0,0,0,0,0,0,100
Boileau,2480115,0,0,0,0,0,0,0,97.6
Saint-Émile-de-Suffolk,2480125,2.7,0,0,0,0,0,0,97.3
Lac-des-Plages,2480130,2.3,2.3,0,2.3,0,0,0,97.7
Duhamel,2480135,3.6,3.6,3.6,0,0,0,0,97.3
Val-des-Bois,2480140,4.9,4.9,3.8,1.1,0,0,0,95.1
Bowman,2480145,13.1,10.8,10,1.5,0,0,0,87.7
Gatineau,2481017,4.1,3.9,2.1,1.7,0.1,0.1,0.1,95.9
L'Ange-Gardien,2482005,3.3,3.2,1.5,1.6,0,0,0,96.6
Notre-Dame-de-la-Salette,2482010,5.9,5.9,3.6,2.4,0,0,0,93.5
Val-des-Monts,2482015,5.2,5,2.3,2.5,0.2,0.1,0,94.8
Cantley,2482020,5.2,4.9,2.5,2.3,0.2,0.3,0,94.8
Chelsea,2482025,2.6,2.4,1.1,1.4,0,0.1,0,97.4
Pontiac,2482030,8.3,7.8,3.4,4.3,0,0.2,0.3,91.7
La Pêche,2482035,5.1,5,2.1,2.8,0,0,0,94.9
Denholm,2483005,0,0,0,0,0,0,0,100
Low,2483010,5.9,5.9,2.5,3.9,0,0,0,93.6
Kazabazua,2483015,12.6,12.6,3.4,9.7,0,0,0,87.4
Lac-Sainte-Marie,2483020,5.9,4.4,2.2,3,0,0,1.5,93.3
Gracefield,2483032,9.4,9.2,3,6.4,0,0,0,90.4
Cayamant,2483040,9.9,9.3,5,4.3,0,0,0,90.7
Blue Sea,2483045,6.9,6.9,4.9,2.1,0,0,0,92.4
Bouchette,2483050,12.3,12.3,4.1,8.9,0,0,0,87
Sainte-Thérèse-de-la-Gatineau,2483055,20.5,20.5,8.2,11.5,0,0,0,79.5
Messines,2483060,25.2,22.5,6.4,16.1,0,2.4,0,74.8
Maniwaki,2483065,19.7,19.1,5.9,13.1,0,0.4,0,80.5
Déléage,2483070,20.5,19.9,6.8,13.1,0,0,0,79.5
Egan-Sud,2483075,8,8,0,7,0,0,0,91
Bois-Franc,2483085,14.4,14.4,10,5.6,0,0,0,85.6
Montcerf-Lytton,2483088,11.3,11.3,3.2,7.3,0,0,0,89.5
Aumond,2483090,12.7,12.7,7.3,4.7,0,0,0,87.3
Grand-Remous,2483095,7.6,7.6,0.9,7.2,0,0,0,92.4
Kitigan Zibi,2483802,95,92.9,90.8,2.1,0,0.8,2.1,5
Lac-Rapide,2483804,,,,,,,,
Lac-Pythonga,2483902,,,,,,,,
Cascades-Malignes,2483904,,,,,,,,
Lac-Lenôtre,2483906,,,,,,,,
Lac-Moselle,2483908,,,,,,,,
Dépôt-Échouani,2483912,,,,,,,,
Bristol,2484005,12.2,12.2,4.6,7.2,0,0,0,88.2
Shawville,2484010,7.8,7.1,4.5,2.3,0,1,0,91.9
Clarendon,2484015,6.1,5.7,2.2,3.9,0,0,0,93.5
Portage-du-Fort,2484020,12.8,12.8,8.5,0,0,0,0,89.4
Bryson,2484025,12.9,12.9,6.1,6.1,0,0,0,86.4
Campbell's Bay,2484030,14.5,13.8,2.1,11,0,0,0,86.2
L'Île-du-Grand-Calumet,2484035,15.1,15.1,5,10.1,0,0,0,84.9
Litchfield,2484040,15.6,13.1,2.5,10.7,0,0,0,84.4
Thorne,2484045,12.6,12.6,0,12.6,0,0,0,87.4
Alleyn-et-Cawood,2484050,19.4,19.4,0,19.4,0,0,0,80.6
Otter Lake,2484055,28.4,27.9,8.5,19.4,0,0,0,71.6
Fort-Coulonge,2484060,24.1,21.8,3.1,18.8,0,0,2.3,75.9
Mansfield-et-Pontefract,2484065,25.2,24.5,5.3,19.2,0,0,0.5,75.1
Waltham,2484070,26.5,25,10.3,16.2,0,0,0,73.5
L'Isle-aux-Allumettes,2484082,14.5,14.1,8,6.2,0,0,0,85.5
Chichester,2484090,26,20.5,5.5,16.4,0,0,0,74
Sheenboro,2484095,0,0,0,0,0,0,0,100
Rapides-des-Joachims,2484100,15.4,11.5,0,7.7,0,0,0,84.6
Lac-Nilgaut,2484902,,,,,,,,
Témiscaming,2485005,19.6,19,13.6,5.1,0,0,0.4,80.4
Kipawa,2485010,22.4,22.4,10.4,11.9,0,0,0,76.1
Saint-Édouard-de-Fabre,2485015,6.3,6.3,1.6,4.8,0,0,0,94.4
Béarn,2485020,0,0,0,0,0,0,0,98.6
Ville-Marie,2485025,2.2,2.2,1.1,1.1,0,0,0,97.8
Duhamel-Ouest,2485030,2.7,2.2,1.6,1.1,0,0,0,97.3
Lorrainville,2485037,2,2,2,0,0,0,0,98
Saint-Bruno-de-Guigues,2485045,6,6,2.2,4.3,0,0,0,94
Laverlochère-Angliers,2485052,3.7,3.7,2.1,1.1,0,0,0,96.8
Fugèreville,2485055,0,0,0,0,0,0,0,98.8
Latulipe-et-Gaboury,2485060,3.7,3.7,0,0,0,0,0,98.1
Belleterre,2485065,26.7,24.4,24.4,0,0,0,0,73.3
Laforce,2485070,81.1,81.1,75.7,4.1,0,0,0,18.9
Moffet,2485075,4.9,0,0,0,0,0,0,97.6
Saint-Eugène-de-Guigues,2485085,0,0,0,0,0,0,0,98
Notre-Dame-du-Nord,2485090,22.9,22.9,18,5.4,0,0,0,76.6
Guérin,2485095,2.5,2.5,0,0,0,0,0,97.5
Nédélec,2485100,4.8,4.8,0,2.4,0,0,0,95.2
Rémigny,2485105,5.7,5.7,3.8,0,0,0,0,94.3
Kebaowek,2485802,84.8,84.8,81.8,3,0,0,0,13.6
Hunter's Point,2485803,,,,,,,,
Winneway,2485804,100,100,97,0,0,0,0,0
Timiskaming,2485806,91.3,91.3,89.3,1.9,0,0,0,9.7
Laniel,2485905,0,0,0,0,0,0,0,100
Les Lacs-du-Témiscamingue,2485907,,,,,,,,
Rouyn-Noranda,2486042,3.3,3,1.3,1.6,0,0.1,0.2,96.7
Duparquet,2487005,0,0,0,0,0,0,0,100
Rapide-Danseur,2487010,0,0,0,0,0,0,0,100
Roquemaure,2487015,0,0,0,0,0,0,0,100
Gallichan,2487020,3.8,3.8,0,3.8,0,0,0,95.3
Palmarolle,2487025,0,0,0,0,0,0,0,100
Sainte-Germaine-Boulé,2487030,0,0,0,0,0,0,0,100
Poularies,2487035,0,0,0,0,0,0,0,100
Taschereau,2487042,1.7,1.7,0,1.7,0,0,0,97.8
Authier,2487050,0,0,0,0,0,0,0,94.3
Macamic,2487058,3.8,3.8,1,3,0,0,0,96.4
Sainte-Hélène-de-Mancebourg,2487070,0,0,0,0,0,0,0,100
Clerval,2487075,0,0,0,0,0,0,0,100
La Reine,2487080,3.3,3.3,0,0,0,0,0,98.4
Dupuy,2487085,8,8,1.6,6.4,0,0,0,92
La Sarre,2487090,3.2,3.1,1.6,1.4,0,0,0,96.9
Chazel,2487095,0,0,0,0,0,0,0,100
Authier-Nord,2487100,0,0,0,0,0,0,0,100
Val-Saint-Gilles,2487105,7.1,7.1,0,7.1,0,0,0,92.9
Clermont,2487110,2,2,0,0,0,0,0,98
Normétal,2487115,9.7,9,5.2,3.2,0,0,0,90.3
Saint-Lambert,2487120,0,0,0,0,0,0,0,97.4
Lac-Duparquet,2487902,,,,,,,,
Rivière-Ojima,2487904,0,0,0,0,0,0,0,100
Champneuf,2488005,0,0,0,0,0,0,0,100
Rochebaucourt,2488010,0,0,0,0,0,0,0,95.8
